userId,movieId,rating,timestamp
1,2,3.5,1112486027
1,29,3.5,1112484676
1,32,3.5,1112484819
1,47,3.5,1112484727
1,50,3.5,1112484580
1,112,3.5,1094785740
1,151,4.0,1094785734
1,223,4.0,1112485573
1,253,4.0,1112484940
1,260,4.0,1112484826
1,293,4.0,1112484703
1,296,4.0,1112484767
1,318,4.0,1112484798
1,337,3.5,1094785709
1,367,3.5,1112485980
1,541,4.0,1112484603
1,589,3.5,1112485557
1,593,3.5,1112484661
1,653,3.0,1094785691
1,919,3.5,1094785621
1,924,3.5,1094785598
1,1009,3.5,1112486013
2,3,4.0,974820889
2,62,5.0,974820598
2,70,5.0,974820691
2,110,4.0,974820658
2,242,3.0,974820776
2,260,5.0,974821014
2,266,5.0,974820748
2,469,3.0,974820598
2,480,5.0,974820720
2,541,5.0,974821014
2,589,5.0,974820658
2,891,2.0,974820969
2,908,4.0,974820691
2,924,5.0,974821014
3,1,4.0,944919407
3,24,3.0,945176048
3,32,4.0,944918047
3,50,5.0,944918018
3,160,3.0,945176048
3,173,2.0,945176099
3,175,5.0,944919133
3,196,3.0,945175939
3,223,5.0,944918444
3,260,5.0,944917742
3,316,5.0,945175870
3,318,5.0,944917766
3,329,5.0,945176021
3,337,3.0,944919366
3,440,3.0,944918500
3,442,3.0,945176005
3,457,5.0,944918215
3,480,5.0,945175820
3,490,5.0,944919041
3,512,2.0,945176005
3,541,5.0,944918047
3,589,4.0,944897108
3,593,5.0,944918215
3,610,4.0,944919671
3,718,3.0,944917267
3,780,3.0,945175820
3,788,4.0,945175750
3,858,5.0,944917267
3,904,5.0,944917450
3,905,3.0,944917494
3,919,4.0,944917558
3,924,5.0,944917812
3,953,5.0,944917912
3,968,3.0,945175658
4,6,3.0,840879227
4,10,4.0,840878922
4,19,3.0,840878994
4,32,1.0,840879061
4,165,3.0,840878852
4,329,3.0,840878898
4,350,4.0,840879087
4,356,4.0,840878922
4,367,3.0,840878994
4,368,4.0,840879198
4,370,4.0,840879243
4,377,4.0,840878994
4,380,3.0,840878825
4,420,3.0,840879019
4,431,4.0,840879357
4,440,3.0,840879087
4,454,5.0,840878944
4,480,4.0,840878944
4,489,4.0,840879575
4,519,3.0,840879523
4,520,4.0,840879282
4,531,3.0,840879457
4,548,3.0,840879654
4,586,4.0,840879038
4,589,4.0,840878962
4,594,4.0,840879265
4,596,4.0,840879424
4,733,5.0,840879322
5,2,3.0,851527569
5,11,5.0,851527751
5,17,3.0,851526935
5,60,3.0,851617589
5,62,5.0,851526935
5,104,2.0,851526992
5,110,4.0,851527569
5,140,2.0,851527012
5,141,5.0,851526935
5,150,5.0,851527514
5,224,2.0,851527650
5,235,3.0,851527723
5,260,5.0,851527608
5,282,4.0,851527569
5,316,4.0,851617633
5,318,5.0,851527608
5,350,4.0,851527688
5,364,5.0,851527569
5,367,3.0,851527650
5,368,5.0,851527650
5,370,4.0,851527608
5,376,4.0,851617474
5,377,5.0,851527723
5,380,5.0,851527515
5,440,5.0,851527569
5,454,5.0,851527723
5,457,5.0,851527515
5,475,4.0,851527650
5,480,4.0,851527515
5,491,4.0,851527607
5,500,5.0,851527569
5,508,5.0,851527688
5,515,3.0,851527751
5,529,4.0,851527650
5,531,5.0,851527751
5,587,4.0,851527608
5,588,5.0,851527688
5,589,5.0,851527569
5,590,5.0,851527514
5,593,3.0,851527515
5,594,5.0,851617589
5,595,5.0,851527515
5,608,3.0,851526961
5,631,3.0,851527056
5,648,3.0,851526935
5,671,5.0,851527056
5,708,3.0,851526991
5,720,5.0,851527650
5,736,5.0,851526935
5,780,5.0,851526935
5,788,3.0,851526992
5,832,5.0,851527074
6,1,5.0,858275452
6,3,3.0,858275558
6,7,5.0,858275558
6,17,5.0,858275452
6,52,5.0,858275658
6,62,5.0,858275452
6,135,3.0,858275783
6,140,4.0,858275917
6,141,5.0,858275452
6,260,4.0,858275658
6,494,4.0,858275558
6,628,4.0,858275783
6,648,5.0,858275452
6,653,4.0,858275658
6,708,4.0,858275658
6,719,3.0,858275917
6,733,3.0,858275558
6,736,2.0,858275452
6,743,3.0,858275917
6,762,3.0,858275782
6,780,3.0,858275452
6,788,4.0,858275658
6,802,3.0,858275783
7,3,3.0,1011208463
7,7,3.0,1011208220
7,11,4.0,1011207889
7,15,2.0,1011208732
7,16,3.0,1011205378
7,17,2.0,1011207676
7,24,3.0,1011207238
7,105,2.0,1011208366
7,122,2.0,1011208569
7,151,3.0,1011207965
7,252,2.0,1011208263
7,260,5.0,1011206659
7,271,3.0,1011206217
7,276,2.0,1011208655
7,316,3.0,1011207019
7,339,3.0,1011208090
7,348,4.0,1011206046
7,351,3.0,1011208637
7,355,3.0,1011205262
7,356,4.0,1011207775
7,357,3.0,1011208038
7,362,3.0,1011208344
7,364,4.0,1011204536
7,377,3.0,1011207889
7,425,3.0,1011208463
7,440,4.0,1011207860
7,480,5.0,1011206779
7,509,2.0,1011206595
7,539,4.0,1011208000
7,553,4.0,1011205651
7,587,5.0,1011208220
7,589,5.0,1011206456
7,590,4.0,1011205480
7,597,4.0,1011207938
7,674,2.0,1011207238
7,708,3.0,1011208066
7,736,3.0,1011208161
7,750,5.0,1011206659
7,780,4.0,1011206898
7,788,3.0,1011208527
7,806,1.0,1011206295
7,852,3.0,1011207889
7,880,3.0,1011207270
7,899,4.0,1011207810
7,908,4.0,1011204510
7,912,5.0,1011204596
7,914,3.0,1011207916
7,920,4.0,1011207700
7,922,3.0,1011207570
7,924,3.0,1011206698
7,928,3.0,1011207775
7,932,3.0,1011207830
7,952,3.0,1011206498
7,1017,4.0,1011205481
8,1,4.0,833981871
8,3,5.0,833981733
8,6,3.0,833982631
8,10,4.0,833981834
8,19,1.0,833981918
8,21,4.0,833981710
8,39,3.0,833981963
8,47,5.0,833981896
8,48,4.0,833982197
8,110,5.0,833981870
8,150,4.0,833973081
8,153,3.0,833973175
8,161,4.0,833981804
8,165,3.0,833973175
8,168,3.0,833982178
8,172,1.0,833982178
8,173,3.0,833981993
8,185,2.0,834586861
8,207,4.0,833982765
8,208,3.0,833981834
8,231,3.0,835087532
8,236,4.0,833982013
8,253,4.0,833981834
8,266,5.0,833981963
8,276,3.0,833982244
8,277,4.0,833982245
8,288,5.0,833981870
8,292,4.0,833981834
8,296,5.0,833973081
8,316,2.0,833973235
8,329,3.0,833973235
8,338,2.0,834586900
8,339,4.0,833981834
8,344,3.0,833973175
8,349,5.0,833973175
8,350,4.0,833982244
8,353,3.0,833982683
8,355,2.0,833982808
8,356,5.0,833982259
8,357,4.0,833982790
8,364,4.0,833982013
8,367,3.0,833982133
8,372,4.0,834587089
8,377,4.0,833982715
8,380,4.0,833973081
8,381,4.0,833982668
8,434,5.0,833981804
